formula,T(K),k(W/mK),composition,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
Ni2.0Mo6S8,700,4.237,Ni2 Mo6 S8,16,42,26,27.25,11.25,16,50,88,38,70.375,17.625,88,32.065,95.96,63.895,59.354175,27.45436875,32.065,388.36,2896,2507.64,1496.18,1107.82,388.36,6,16,10,11.5,4.5,16,3,5,2,3.875,0.875,3,105,154,49,125.75,21.1875,105,1.91,2.58,0.67,2.33875,0.24125,2.58,1,2,1,1.625,0.46875,2,0,4,4,2,2,4,0,8,8,2.875,2.875,0,0,0,0,0,0,0,6,10,4,6.5,0.875,6,0,1,1,0.375,0.46875,0,0,2,2,1,1,2,0,5,5,2.125,2.15625,0,0,0,0,0,0,0,2,6,4,3.5,1.875,2,10.32,25.786875,15.466875,20.0671875,5.7196875,25.786875,0,2.202,2.202,1.101,1.101,2.202,0,0.5953947,0.5953947,0.074424338,0.130242591,0,70,229,159,149,79,70
In1.994Ge0.006O3,300,9.715,In1.994 Ge0.006 O3,8,49,41,24.3796,19.65552,8,75,87,12,82.2048,5.75424,87,15.9994,114.818,98.8186,55.4762264,47.37219168,15.9994,54.8,1211.4,1156.6,205.71798,181.101576,54.8,13,16,3,14.8012,1.43856,16,2,5,3,3.1988,1.43856,2,66,142,76,96.3736,36.44832,66,1.78,3.44,1.66,2.776276,0.7964688,3.44,2,2,0,2,0,2,1,4,3,2.8012,1.43856,4,0,10,10,4,4.8,0,0,0,0,0,0,0,6,14,8,8.8012,3.36144,6,0,0,0,0,0,0,2,5,3,3.1988,1.43856,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.1988,1.43856,2,9.105,24.26,15.155,15.165494,7.2725928,9.105,0,0.383,0.383,0.0004596,0.000918097,0,0,0,0,0,0,0,12,225,213,62.9032,61.08384,12
Sr3Ti1.6Nb0.4O7,1000,2.14,Sr3 Ti1.6 Nb0.4 O7,8,41,33,18.46666667,12.21111111,8,8,87,79,60.05,31.44166667,87,15.9994,92.90638,76.90698,40.71712933,28.83735089,15.9994,54.8,2750,2695.2,644.9333333,688.4888889,54.8,2,16,14,10.53333333,6.377777778,16,2,5,3,3.116666667,1.302777778,2,66,195,129,114.05,56.05833333,66,0.95,3.44,2.49,2.502833333,1.093361111,3.44,1,2,1,1.966666667,0.064444444,2,0,4,4,2.333333333,1.944444444,4,0,4,4,0.4,0.666666667,0,0,0,0,0,0,0,2,6,4,4.7,1.536666667,6,0,1,1,0.033333333,0.064444444,0,0,2,2,1.166666667,0.972222222,2,0,8,8,1.266666667,2.111111111,0,0,0,0,0,0,0,0,8,8,2.466666667,1.777777778,2,9.105,54.23,45.125,21.70008333,16.26495833,9.105,0,0,0,0,0,0,0,2.25E-05,2.25E-05,3.00E-06,5.21E-06,0,12,229,217,96.75,98.875,12
La3Te3.35Bi0.65,700,1.56,La3 Te3.35 Bi0.65,52,83,31,57.02142857,4.824591837,52,13,90,77,56.62857143,37.39591837,90,127.6,208.9804,81.3804,140.0019529,12.81028304,127.6,544.4,1193,648.6,907.6815714,244.5586531,722.66,3,16,13,10.33571429,6.287755102,16,5,6,1,5.521428571,0.499081633,5,138,207,69,168.5,33,138,1.1,2.1,1,1.664,0.483428571,2.1,2,2,0,2,0,2,0,4,4,2.192857143,1.879591837,4,1,10,9,6.142857143,4.408163265,10,0,14,14,1.3,2.358571429,0,3,29,26,11.63571429,7.402040816,16,0,0,0,0,0,0,0,3,3,1.235714286,1.059183673,2,0,9,9,3.857142857,4.408163265,0,0,0,0,0,0,0,2,9,7,5.092857143,3.348979592,2,32.95,36.8975,3.9475,35.50959524,1.189632653,34.76333333,0,0.464,0.464,0.222057143,0.231573878,0.464,0,0,0,0,0,0,12,194,182,157,31.71428571,152
Zn0.9975Al0.0025O,700,2.283,Zn0.9975 Al0.0025 O1,8,30,22,18.97875,10.99369688,8,69,87,18,78.005,8.995,87,15.9994,65.38,49.3806,40.64170192,24.67645233,15.9994,54.8,933.47,878.67,374.0409875,319.2409875,54.8,12,16,4,14.00125,1.99875,16,2,4,2,2.99875,0.99875,2,66,122,56,93.99875,27.99875,66,1.61,3.44,1.83,2.54495,0.89505,3.44,2,2,0,2,0,2,0,4,4,2.00125,1.99875,4,0,10,10,4.9875,4.99996875,0,0,0,0,0,0,0,3,12,9,8.98875,3.003721875,6,0,0,0,0,0,0,0,5,5,1.00625,1.003734375,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1.00625,1.003734375,2,9.105,16.48,7.375,11.53565,2.43065,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,103.03875,91.03875,12
Ca3AlSb3,1000,0.692,Ca3 Al1 Sb3,13,51,38,32.28571429,16.04081633,20,7,85,78,49.85714286,36.73469388,7,26.9815386,121.76,94.7784614,73.21364837,41.61115854,40.078,903.78,1115,211.22,998.5442857,99.81918367,903.78,2,15,13,9.142857143,6.12244898,2,3,5,2,4.285714286,0.612244898,4,121,176,55,152.2857143,20.32653061,139,1,2.05,1.05,1.537142857,0.460408163,1,2,2,0,2,0,2,0,3,3,1.428571429,1.346938776,0,0,10,10,4.285714286,4.897959184,0,0,0,0,0,0,0,2,15,13,7.714285714,6.244897959,2,0,0,0,0,0,0,0,5,5,2,1.714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,1.714285714,0,16.48,37.77,21.29,32.06714286,4.888163265,31.56,0,0,0,0,0,0,0,0,0,0,0,0,166,225,59,199.7142857,28.89795918,166
La2.99Te4,700,2.84,La2.99 Te4,52,57,5,54.13876967,2.44780506,52,13,90,77,57.06294707,37.69619792,90,127.6,138.90547,11.30547,132.4359593,5.534717334,127.6,722.66,1193,470.34,923.8497854,230.2601264,722.66,3,16,13,10.43919886,6.364293155,16,5,6,1,5.427753934,0.489561012,5,138,207,69,167.5150215,33.77970982,138,1.1,2.1,1,1.672246066,0.489561012,2.1,2,2,0,2,0,2,0,4,4,2.288984263,1.958244048,4,1,10,9,6.150214592,4.406049108,10,0,0,0,0,0,0,3,16,13,10.43919886,6.364293155,16,0,0,0,0,0,0,0,2,2,1.144492132,0.979122024,2,0,9,9,3.849785408,4.406049108,0,0,0,0,0,0,0,2,9,7,4.994277539,3.426927084,2,34.76333333,36.8975,2.134166667,35.67623152,1.044804793,34.76333333,0,0.464,0.464,0.265522175,0.22715631,0.464,0,0,0,0,0,0,152,194,42,169.9656652,20.5615625,152
WO2.9,300,3.083,W1 O2.9,8,74,66,24.92307692,25.16765286,8,51,87,36,77.76923077,13.72781065,87,15.9994,183.84,167.8406,59.03545128,64.00233268,15.9994,54.8,3695,3640.2,988.1846154,1388.110454,54.8,6,16,10,13.43589744,3.813280736,16,2,6,4,3.025641026,1.525312295,2,66,162,96,90.61538462,36.60749507,66,2.36,3.44,1.08,3.163076923,0.41183432,3.44,2,2,0,2,0,2,0,4,4,2.974358974,1.525312295,4,0,4,4,1.025641026,1.525312295,0,0,14,14,3.58974359,5.338593031,0,6,20,14,9.58974359,5.338593031,6,0,0,0,0,0,0,0,2,2,1.487179487,0.762656147,2,0,6,6,1.538461538,2.287968442,0,0,0,0,0,0,0,2,6,4,3.025641026,1.525312295,2,9.105,16.05,6.945,10.88576923,2.648323471,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,67.64102564,82.74819198,12
SrNd0.2Ti0.8O3,300,5.53,Sr1 Nd0.2 Ti0.8 O3,8,60,52,18.32,12.384,8,8,87,79,61.44,30.672,87,15.9994,144.242,128.2426,40.55204,29.463168,15.9994,54.8,1941,1886.2,605.2,660.48,54.8,2,16,14,10.76,6.288,16,2,6,4,3.08,1.296,2,66,201,135,112.24,55.488,66,0.95,3.44,2.49,2.546,1.0728,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,2,2,0.32,0.5376,0,0,4,4,0.16,0.3072,0,2,6,4,4.88,1.4336,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,8,8,1.28,2.1504,0,0,10,10,0.4,0.768,0,0,10,10,2.88,2.208,2,9.105,54.23,45.125,20.3718,14.698336,9.105,0,0,0,0,0,0,0,2.25E-05,2.25E-05,3.61E-06,6.06E-06,0,12,225,213,91,94.8,12
La3Te3.8Sb0.2,400,2.58,La3 Te3.8 Sb0.2,51,57,6,54.11428571,2.473469388,52,13,90,77,56.85714286,37.59183673,90,121.76,138.90547,17.14547,132.2783443,5.680393469,127.6,722.66,1193,470.34,929.4091429,225.9350204,722.66,3,16,13,10.4,6.342857143,16,5,6,1,5.428571429,0.489795918,5,138,207,69,167.6,33.77142857,138,1.1,2.1,1,1.67,0.488571429,2.1,2,2,0,2,0,2,0,4,4,2.257142857,1.934693878,4,1,10,9,6.142857143,4.408163265,10,0,0,0,0,0,0,3,16,13,10.4,6.342857143,16,0,0,0,0,0,0,0,3,3,1.171428571,1.004081633,2,0,9,9,3.857142857,4.408163265,0,0,0,0,0,0,0,2,9,7,5.028571429,3.404081633,2,31.56,36.8975,5.3375,35.58645238,1.123755102,34.76333333,0,0.464,0.464,0.251885714,0.23029551,0.464,0,0,0,0,0,0,152,194,42,170.4,20.22857143,152
Mg2Si0.993Bi0.007,400,5.68,Mg2 Si0.993 Bi0.007,12,83,71,12.82766667,1.103555556,12,68,86,18,71.352,4.469333333,68,24.305,208.9804,184.6754,25.98725477,2.243006356,24.305,544.4,1687,1142.6,1175.0006,338.9436028,923,2,15,13,6.002333333,5.336444444,2,3,6,3,3.007,0.013967333,3,111,148,37,131.0863333,13.29715267,141,1.31,2.02,0.71,1.506946667,0.262595556,1.31,2,2,0,2,0,2,0,3,3,0.669,0.892,0,0,10,10,0.023333333,0.046557778,0,0,14,14,0.032666667,0.065180889,0,2,29,27,2.725,0.966666667,2,0,0,0,0,0,0,0,4,4,1.331,1.774666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1.331,1.774666667,0,20.44,32.95,12.51,22.10252333,1.100590447,22.89,0,0.773,0.773,0.255863,0.342344694,0,0,0,0,0,0,0,12,227,215,204.4983333,14.89610333,194
Sr0.61Ba0.39Nb2O6,400,2.021,Sr0.61 Ba0.39 Nb2 O6,8,56,48,19.44666667,15.26222222,8,8,87,79,69.37666667,23.49777778,87,15.9994,137.327,121.3276,43.20165444,36.26967259,15.9994,54.8,2750,2695.2,762.1444444,943.1259259,54.8,2,16,14,12,5.333333333,16,2,6,4,3.043333333,1.391111111,2,66,215,149,102.9777778,49.3037037,66,0.89,3.44,2.55,2.751844444,0.917540741,3.44,1,2,1,1.777777778,0.345679012,2,0,4,4,2.666666667,1.777777778,4,0,4,4,0.888888889,1.382716049,0,0,0,0,0,0,0,2,6,4,5.333333333,0.888888889,6,0,1,1,0.222222222,0.345679012,0,0,2,2,1.333333333,0.888888889,2,0,6,6,1.333333333,2.074074074,0,0,0,0,0,0,0,0,7,7,2.888888889,1.827160494,2,9.105,63.59,54.485,16.54115556,9.914874074,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,229,217,84.06222222,96.08296296,12
TiNiSn,300,6.076,Ti1 Ni1 Sn1,22,50,28,33.33333333,11.11111111,22,43,80,37,61.33333333,12.44444444,43,47.867,118.71,70.843,75.09013333,29.07991111,47.867,505.08,1941,1435.92,1391.36,590.8533333,505.08,4,14,10,9.333333333,3.555555556,4,4,5,1,4.333333333,0.444444444,4,124,160,36,141,12.66666667,124,1.54,1.96,0.42,1.803333333,0.175555556,1.54,2,2,0,2,0,2,0,2,2,0.666666667,0.888888889,0,2,10,8,6.666666667,3.111111111,2,0,0,0,0,0,0,4,14,10,9.333333333,3.555555556,4,0,0,0,0,0,0,0,4,4,1.333333333,1.777777778,0,0,8,8,3.333333333,3.111111111,0,0,0,0,0,0,0,2,8,6,4.666666667,2.222222222,2,10.32,33.285,22.965,20.09833333,8.791111111,10.32,0,0,0,0,0,0,0,0.5953947,0.5953947,0.198472411,0.264614859,0,141,225,84,186.6666667,30.44444444,141
In1.8Ge0.2O3,400,2.611,In1.8 Ge0.2 O3,8,49,41,23.72,18.864,8,75,87,12,82.36,5.568,87,15.9994,114.818,98.8186,53.83972,45.408384,15.9994,54.8,1211.4,1156.6,236.046,217.4952,54.8,13,16,3,14.84,1.392,16,2,5,3,3.16,1.392,2,66,142,76,95.52,35.424,66,1.78,3.44,1.66,2.7852,0.78576,3.44,2,2,0,2,0,2,1,4,3,2.84,1.392,4,0,10,10,4,4.8,0,0,0,0,0,0,0,6,14,8,8.84,3.408,6,0,0,0,0,0,0,2,5,3,3.16,1.392,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.16,1.392,2,9.105,24.26,15.155,15.1168,7.21416,9.105,0,0.383,0.383,0.01532,0.0294144,0,0,0,0,0,0,0,12,225,213,66.24,65.088,12
Fe1.96Ti0.04O3,300,7.82,Fe1.96 Ti0.04 O3,8,26,18,15.168,8.6016,8,43,87,44,74.104,15.4752,87,15.9994,55.845,39.8456,31.873816,19.0492992,15.9994,54.8,1941,1886.2,758.32,844.224,54.8,4,16,12,12.768,3.8784,16,2,4,2,2.8,0.96,2,66,160,94,92.624,31.9488,66,1.54,3.44,1.9,2.79368,0.775584,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,6,6,2.368,2.847488,0,0,0,0,0,0,0,4,8,4,6.768,0.965888,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,8,8,1.632,1.9584,0,0,0,0,0,0,0,2,8,6,2.832,0.9984,2,9.105,16.69,7.585,9.80268,0.837216,9.105,0,0,0,0,0,0,0,2.1106628,2.1106628,0.827379998,1.006093717,0,12,229,217,98.52,103.824,12
Mg2Si0.999Bi0.001,700,3.66,Mg2 Si0.999 Bi0.001,12,83,71,12.68966667,0.919555556,12,68,86,18,71.336,4.448,68,24.305,208.9804,184.6754,25.62546497,1.760619956,24.305,544.4,1687,1142.6,1177.2858,339.4696572,923,2,15,13,6.000333333,5.333777778,2,3,6,3,3.001,0.001999333,3,111,148,37,131.0123333,13.328214,141,1.31,2.02,0.71,1.506706667,0.262275556,1.31,2,2,0,2,0,2,0,3,3,0.667,0.889333333,0,0,10,10,0.003333333,0.006664444,0,0,14,14,0.004666667,0.009330222,0,2,29,27,2.675,0.9,2,0,0,0,0,0,0,0,4,4,1.333,1.777333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1.333,1.777333333,0,20.44,32.95,12.51,22.07750333,1.09057722,22.89,0,0.773,0.773,0.257409,0.343383606,0,0,0,0,0,0,0,12,227,215,204.9283333,14.69973,194
Ti0.99Nb0.01NiSn,300,6.893,Ti0.99 Nb0.01 Ni1 Sn1,22,50,28,33.39666667,11.11957778,28,43,80,37,61.34666667,12.43555556,61,47.867,118.71,70.843,75.2402646,29.0975977,58.6934,505.08,2750,2244.92,1394.056667,592.6511111,505.08,4,14,10,9.336666667,3.551111111,10,4,5,1,4.336666667,0.446644444,4,124,164,40,141.0133333,12.68444444,124,1.54,1.96,0.42,1.803533333,0.175288889,1.91,1,2,1,1.996666667,0.006644444,2,0,2,2,0.666666667,0.888888889,0,2,10,8,6.673333333,3.102222222,8,0,0,0,0,0,0,4,14,10,9.336666667,3.551111111,10,0,1,1,0.003333333,0.006644444,0,0,4,4,1.333333333,1.777777778,0,0,8,8,3.326666667,3.102222222,0,0,0,0,0,0,0,2,8,6,4.663333333,2.217777778,2,10.32,33.285,22.965,20.1033,8.7878,10.32,0,0,0,0,0,0,0,0.5953947,0.5953947,0.198472336,0.264614909,0,141,229,88,186.7833333,30.52222222,141
Ni2.0Mo6S8,1000,5.975,Ni2 Mo6 S8,16,42,26,27.25,11.25,16,50,88,38,70.375,17.625,88,32.065,95.96,63.895,59.354175,27.45436875,32.065,388.36,2896,2507.64,1496.18,1107.82,388.36,6,16,10,11.5,4.5,16,3,5,2,3.875,0.875,3,105,154,49,125.75,21.1875,105,1.91,2.58,0.67,2.33875,0.24125,2.58,1,2,1,1.625,0.46875,2,0,4,4,2,2,4,0,8,8,2.875,2.875,0,0,0,0,0,0,0,6,10,4,6.5,0.875,6,0,1,1,0.375,0.46875,0,0,2,2,1,1,2,0,5,5,2.125,2.15625,0,0,0,0,0,0,0,2,6,4,3.5,1.875,2,10.32,25.786875,15.466875,20.0671875,5.7196875,25.786875,0,2.202,2.202,1.101,1.101,2.202,0,0.5953947,0.5953947,0.074424338,0.130242591,0,70,229,159,149,79,70
In1.998Ge0.002O3,400,6.853,In1.998 Ge0.002 O3,8,49,41,24.3932,19.67184,8,75,87,12,82.2016,5.75808,87,15.9994,114.818,98.8186,55.5099688,47.41268256,15.9994,54.8,1211.4,1156.6,205.09266,180.351192,54.8,13,16,3,14.8004,1.43952,16,2,5,3,3.1996,1.43952,2,66,142,76,96.3912,36.46944,66,1.78,3.44,1.66,2.776092,0.7966896,3.44,2,2,0,2,0,2,1,4,3,2.8004,1.43952,4,0,10,10,4,4.8,0,0,0,0,0,0,0,6,14,8,8.8004,3.36048,6,0,0,0,0,0,0,2,5,3,3.1996,1.43952,2,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,3.1996,1.43952,2,9.105,24.26,15.155,15.166498,7.2737976,9.105,0,0.383,0.383,0.0001532,0.000306277,0,0,0,0,0,0,0,12,225,213,62.8344,61.00128,12
Zr0.5Hf0.5NiSn1.994Sb0.006,700,2.964,Zr0.5 Hf0.5 Ni1 Sn1.994 Sb0.006,28,72,44,46.0015,10.501125,50,44,85,41,66.3825,13.6325,80,58.6934,178.49,119.7966,107.747175,28.65768125,118.71,505.08,2506,2000.92,1264.38805,758.11195,505.08,4,15,11,10.5015,3.5015,14,4,6,2,4.875,0.4375,5,124,175,51,144.25,15.375,139,1.3,2.05,0.75,1.786385,0.2356925,1.96,2,2,0,2,0,2,0,3,3,1.0015,1.0015,2,2,10,8,7.5,2.75,10,0,14,14,1.75,3.0625,0,4,18,14,12.2515,3.188625,14,0,0,0,0,0,0,0,4,4,1.9985,1.9985,4,0,8,8,2.5,2.75,0,0,0,0,0,0,0,2,8,6,4.4985,1.75075,4,10.32,33.285,22.965,24.8942875,8.3855375,33.285,0,0,0,0,0,0,0,0.5953947,0.5953947,0.148848675,0.223273013,0,141,225,84,175.2875,34.2125,141
CeFe3CoSb12,300,1.91,Ce1 Fe3 Co1 Sb12,26,58,32,45.58823529,9.100346021,51,15,85,70,74,15.52941176,85,55.845,140.116,84.271,107.5120115,23.95057069,121.76,903.78,1811,907.22,1124.550588,317.9761938,903.78,3,15,12,12.70588235,3.238754325,15,4,6,2,4.823529412,0.387543253,5,126,204,78,140.8235294,7.432525952,139,1.12,2.05,0.93,1.946470588,0.14615917,2.05,2,2,0,2,0,2,0,3,3,2.117647059,1.24567474,3,1,10,9,8.588235294,1.993079585,10,0,1,1,0.058823529,0.110726644,0,4,15,11,12.76470588,3.155709343,15,0,0,0,0,0,0,0,3,3,2.117647059,1.24567474,3,0,9,9,1.411764706,1.993079585,0,0,13,13,0.764705882,1.439446367,0,3,22,19,4.294117647,2.083044983,3,10.245,37.24,26.995,26.96441176,7.696782007,31.56,0,0,0,0,0,0,0,2.1106628,2.1106628,0.463556447,0.708968684,0,166,229,63,180.4117647,20.34602076,166
Ca0.96Bi0.04Mn0.96Nb0.04O3,400,2.16,Ca0.96 Bi0.04 Mn0.96 Nb0.04 O3,8,83,75,14.432,7.7184,8,7,87,80,64.592,27.232128,87,15.9994,208.9804,192.981,30.25781488,17.11009786,15.9994,54.8,2750,2695.2,564.9632,612.5248512,54.8,2,16,14,11.488,5.470592,16,2,6,4,2.824,0.9888,2,66,176,110,102.576,43.8912,66,1,3.44,2.44,2.58256,1.028928,3.44,1,2,1,1.992,0.015872,2,0,4,4,2.424,1.900416,4,0,10,10,1.072,1.698048,0,0,14,14,0.112,0.222208,0,2,29,27,5.6,1.392,6,0,1,1,0.008,0.015872,0,0,3,3,1.224,0.959616,2,0,6,6,1.008,1.6128,0,0,0,0,0,0,0,0,7,7,2.24,1.14816,2,9.105,37.77,28.665,15.13749655,9.024561434,9.105,0,0,0,0,0,0,0,0.000310121,0.000310121,5.95E-05,9.62E-05,0,12,229,217,93.992,99.702272,12
Mg2Si0.994Bi0.006,300,6.55,Mg2 Si0.994 Bi0.006,12,83,71,12.80466667,1.072888889,12,68,86,18,71.34933333,4.465777778,68,24.305,208.9804,184.6754,25.92695647,2.162608622,24.305,544.4,1687,1142.6,1175.381467,339.0325481,923,2,15,13,6.002,5.336,2,3,6,3,3.006,0.011976,3,111,148,37,131.074,13.30237067,141,1.31,2.02,0.71,1.506906667,0.262542222,1.31,2,2,0,2,0,2,0,3,3,0.668666667,0.891555556,0,0,10,10,0.02,0.03992,0,0,14,14,0.028,0.055888,0,2,29,27,2.716666667,0.955555556,2,0,0,0,0,0,0,0,4,4,1.331333333,1.775111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1.331333333,1.775111111,0,20.44,32.95,12.51,22.09835333,1.098935476,22.89,0,0.773,0.773,0.256120667,0.342518705,0,0,0,0,0,0,0,12,227,215,204.57,14.86361333,194
Zn0.98Al0.02O,1000,7.92,Zn0.98 Al0.02 O1,8,30,22,18.83,10.9466,8,69,87,18,78.04,8.96,87,15.9994,65.38,49.3806,40.30571539,24.57279892,15.9994,54.8,933.47,878.67,376.1479,321.3479,54.8,12,16,4,14.01,1.99,16,2,4,2,2.99,0.99,2,66,122,56,93.99,27.99,66,1.61,3.44,1.83,2.5446,0.8954,3.44,2,2,0,2,0,2,0,4,4,2.01,1.99,4,0,10,10,4.9,4.998,0,0,0,0,0,0,0,3,12,9,8.91,3.0282,6,0,0,0,0,0,0,0,5,5,1.05,1.029,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1.05,1.029,2,9.105,16.48,7.375,11.5577,2.4527,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,103.31,91.31,12
CuRh0.9Mg0.1O2,400,9.767,Cu1 Rh0.9 Mg0.1 O2,8,45,37,21.675,14.15875,8,59,87,28,74.475,12.525,87,15.9994,102.9055,86.9061,47.6475625,32.81529063,15.9994,54.8,2237,2182.2,893.2425,838.4425,54.8,2,16,14,12.825,3.175,16,2,5,3,3.2,1.21,2,66,142,76,101.475,35.475,66,1.31,3.44,2.13,2.74075,0.69925,3.44,1,2,1,1.525,0.49875,2,0,4,4,2,2,4,0,10,10,4.3,4.515,0,0,0,0,0,0,0,2,11,9,7.825,2.11625,6,0,1,1,0.475,0.49875,0,0,2,2,1,1,2,0,2,2,0.45,0.6975,0,0,0,0,0,0,0,0,3,3,1.925,0.55875,2,9.105,22.89,13.785,10.96125,1.85625,9.105,0,0,0,0,0,0,0,0,0,0,0,0,12,225,213,117.725,105.725,12
SrNb0.15Ti0.85O3,700,3.49,Sr1 Nb0.15 Ti0.85 O3,8,41,33,17.37,11.244,8,8,87,79,62.52,29.376,87,15.9994,92.90638,76.90698,38.0482214,26.45858568,15.9994,54.8,2750,2695.2,655.35,720.66,54.8,2,16,14,10.83,6.204,16,2,5,3,3.03,1.236,2,66,195,129,110.72,53.664,66,0.95,3.44,2.49,2.5638,1.05144,3.44,1,2,1,1.97,0.0582,2,0,4,4,2.4,1.92,4,0,4,4,0.46,0.736,0,0,0,0,0,0,0,2,6,4,4.83,1.4142,6,0,1,1,0.03,0.0582,0,0,2,2,1.2,0.96,2,0,8,8,1.54,2.464,0,0,0,0,0,0,0,0,8,8,2.77,2.032,2,9.105,54.23,45.125,19.6917,13.81532,9.105,0,0,0,0,0,0,0,2.25E-05,2.25E-05,3.83E-06,6.36E-06,0,12,229,217,92.05,96.06,12
